appointment_id,customer_id,employee_id,appointment_datetime,status,booking_source
2436,228,1,2024-05-16 15:15:00,Completed,Walk-in
2437,305,2,2024-05-16 15:45:00,Completed,Walk-in
2438,765,1,2024-05-16 12:00:00,Completed,Phone
2439,171,3,2024-05-16 14:30:00,Completed,Phone
2440,101,2,2024-05-16 16:00:00,Completed,Walk-in
2441,23,1,2024-05-16 16:00:00,Completed,Appointment
2442,139,4,2024-05-16 18:30:00,Completed,Appointment
2443,1124,2,2024-05-16 10:30:00,Completed,Walk-in
2444,1202,2,2024-05-16 11:45:00,Completed,Appointment
2445,746,1,2024-05-16 15:30:00,Completed,Appointment
2446,396,3,2024-05-16 15:30:00,No-show,Appointment
2447,956,1,2024-05-17 16:00:00,Completed,Appointment
2448,329,4,2024-05-17 16:45:00,Completed,Walk-in
2449,934,3,2024-05-17 16:45:00,Completed,Phone
2450,820,2,2024-05-17 17:00:00,Completed,Walk-in
2451,274,1,2024-05-17 16:15:00,Completed,Phone
2452,620,4,2024-05-17 17:15:00,Completed,Phone
2453,835,2,2024-05-17 17:00:00,Completed,Phone
2454,1124,4,2024-05-17 14:45:00,Cancelled,Appointment
2455,325,3,2024-05-17 12:30:00,Completed,Walk-in
2456,1232,1,2024-05-17 12:30:00,Cancelled,Walk-in
2457,476,3,2024-05-17 10:15:00,Completed,Appointment
2458,1101,2,2024-05-17 14:45:00,Completed,Phone
2459,520,1,2024-05-17 12:45:00,Completed,Appointment
2460,99,1,2024-05-17 11:00:00,Completed,Appointment
2461,140,3,2024-05-17 14:45:00,Completed,Online
2462,981,1,2024-05-18 09:15:00,Completed,Walk-in
2463,757,1,2024-05-18 10:30:00,Completed,Phone
2464,940,1,2024-05-18 14:45:00,Completed,Walk-in
2465,99,2,2024-05-18 15:15:00,Completed,Appointment
2466,898,1,2024-05-18 15:45:00,Cancelled,Walk-in
2467,694,1,2024-05-18 15:00:00,Completed,Appointment
2468,519,2,2024-05-18 13:30:00,Completed,Walk-in
2469,245,4,2024-05-18 14:00:00,Completed,Walk-in
2470,821,1,2024-05-18 11:30:00,Completed,Appointment
2471,727,1,2024-05-18 16:15:00,Completed,Appointment
2472,370,2,2024-05-18 10:30:00,Completed,Phone
2473,94,1,2024-05-18 14:45:00,Completed,Appointment
2474,1243,4,2024-05-18 15:45:00,Completed,Walk-in
2475,1201,2,2024-05-18 14:30:00,Completed,Appointment
2476,1237,4,2024-05-18 10:15:00,Cancelled,Walk-in
2477,539,3,2024-05-18 09:00:00,Completed,Walk-in
2478,640,1,2024-05-18 11:30:00,Cancelled,Phone
2479,944,2,2024-05-18 09:00:00,Completed,Appointment
2480,48,2,2024-05-20 14:45:00,Completed,Walk-in
2481,133,1,2024-05-20 09:45:00,Completed,Walk-in
2482,545,1,2024-05-20 12:15:00,No-show,Appointment
2483,519,1,2024-05-20 15:00:00,Completed,Walk-in
2484,337,3,2024-05-20 11:15:00,Completed,Appointment
2485,1238,4,2024-05-20 15:45:00,Completed,Appointment
2486,197,1,2024-05-20 10:15:00,Completed,Online
2487,387,4,2024-05-21 16:45:00,Completed,Appointment
2488,830,4,2024-05-21 17:45:00,Completed,Walk-in
2489,312,2,2024-05-21 14:00:00,Completed,Appointment
2490,88,1,2024-05-21 10:00:00,Completed,Appointment
2491,109,4,2024-05-21 15:15:00,Completed,Walk-in
2492,1032,1,2024-05-21 13:00:00,Completed,Appointment
2493,51,3,2024-05-21 16:30:00,Completed,Phone
2494,698,3,2024-05-21 14:15:00,Completed,Appointment
2495,705,1,2024-05-22 15:45:00,Completed,Appointment
2496,681,1,2024-05-22 11:00:00,Completed,Walk-in
2497,612,2,2024-05-22 18:15:00,Completed,Online
2498,940,1,2024-05-22 15:00:00,Completed,Appointment
2499,947,2,2024-05-22 17:45:00,Completed,Phone
2500,859,1,2024-05-22 11:30:00,Completed,Appointment
2501,1231,1,2024-05-22 15:00:00,Completed,Phone
2502,292,4,2024-05-22 10:45:00,Completed,Phone
2503,758,1,2024-05-22 16:00:00,Completed,Appointment
2504,1162,1,2024-05-22 16:30:00,Completed,Walk-in
2505,1217,1,2024-05-22 12:30:00,Completed,Appointment
2506,506,2,2024-05-22 09:15:00,Completed,Online
2507,933,2,2024-05-23 11:45:00,Completed,Walk-in
2508,1247,3,2024-05-23 09:30:00,Completed,Appointment
2509,1085,4,2024-05-23 16:15:00,Completed,Walk-in
2510,871,1,2024-05-23 16:00:00,Completed,Phone
2511,349,2,2024-05-23 10:15:00,Completed,Online
2512,441,1,2024-05-23 11:15:00,Completed,Appointment
2513,679,2,2024-05-23 13:45:00,Completed,Walk-in
2514,989,1,2024-05-23 13:45:00,Completed,Appointment
2515,1186,1,2024-05-23 09:15:00,Completed,Walk-in
2516,498,1,2024-05-24 11:00:00,Completed,Appointment
2517,186,3,2024-05-24 11:15:00,Completed,Appointment
2518,99,1,2024-05-24 16:15:00,Completed,Walk-in
2519,851,2,2024-05-24 11:45:00,Completed,Online
2520,665,1,2024-05-24 15:45:00,Completed,Online
2521,657,1,2024-05-24 13:45:00,Completed,Phone
2522,339,3,2024-05-24 11:00:00,Completed,Phone
2523,775,2,2024-05-24 12:45:00,Completed,Appointment
2524,1130,3,2024-05-24 14:30:00,Completed,Appointment
2525,846,3,2024-05-24 15:30:00,Completed,Appointment
2526,124,2,2024-05-24 11:15:00,Completed,Phone
2527,915,1,2024-05-24 14:15:00,Completed,Phone
2528,228,2,2024-05-24 17:30:00,Completed,Phone
2529,527,1,2024-05-24 09:30:00,Completed,Walk-in
2530,72,3,2024-05-24 15:15:00,Completed,Phone
2531,625,1,2024-05-24 09:15:00,Completed,Appointment
2532,655,1,2024-05-25 18:45:00,Completed,Phone
2533,28,4,2024-05-25 16:30:00,Cancelled,Walk-in
2534,612,1,2024-05-25 14:30:00,Completed,Appointment
2535,326,1,2024-05-25 14:15:00,Completed,Walk-in
2536,499,3,2024-05-25 14:30:00,Cancelled,Walk-in
2537,420,4,2024-05-25 16:45:00,Completed,Appointment
2538,906,3,2024-05-25 17:45:00,Completed,Appointment
2539,451,4,2024-05-25 16:30:00,Completed,Appointment
2540,964,1,2024-05-25 18:30:00,Completed,Online
2541,578,1,2024-05-25 12:30:00,Completed,Walk-in
2542,1102,2,2024-05-25 16:15:00,Completed,Online
2543,649,2,2024-05-25 12:15:00,Completed,Walk-in
2544,766,3,2024-05-25 16:30:00,Completed,Appointment
2545,51,4,2024-05-27 13:00:00,Completed,Appointment
2546,973,1,2024-05-27 11:30:00,Completed,Walk-in
2547,1162,2,2024-05-27 16:30:00,Completed,Phone
2548,885,1,2024-05-27 10:45:00,Completed,Phone
2549,492,2,2024-05-27 11:45:00,Completed,Phone
2550,141,1,2024-05-27 12:45:00,Completed,Walk-in
2551,148,4,2024-05-27 16:30:00,Cancelled,Appointment
2552,720,3,2024-05-27 10:45:00,Completed,Walk-in
2553,885,1,2024-05-27 16:15:00,Completed,Appointment
2554,768,1,2024-05-28 14:00:00,Completed,Appointment
2555,471,1,2024-05-28 11:00:00,Completed,Appointment
2556,912,2,2024-05-28 17:30:00,Completed,Online
2557,742,4,2024-05-28 13:45:00,Completed,Phone
2558,1046,4,2024-05-28 15:15:00,Cancelled,Walk-in
2559,87,1,2024-05-28 15:15:00,No-show,Phone
2560,173,3,2024-05-28 15:45:00,Completed,Walk-in
2561,365,1,2024-05-28 09:00:00,Cancelled,Appointment
2562,481,3,2024-05-28 09:00:00,Completed,Appointment
2563,1242,4,2024-05-28 14:45:00,Completed,Appointment
2564,863,1,2024-05-28 15:00:00,Completed,Appointment
2565,542,1,2024-05-29 12:15:00,Cancelled,Appointment
2566,1232,1,2024-05-29 10:30:00,No-show,Appointment
2567,596,1,2024-05-29 10:30:00,Completed,Walk-in
2568,408,3,2024-05-29 13:15:00,Completed,Appointment
2569,1081,1,2024-05-29 16:00:00,Completed,Phone
2570,224,1,2024-05-29 18:00:00,Completed,Appointment
2571,1152,2,2024-05-29 15:30:00,Completed,Appointment
2572,967,2,2024-05-29 14:45:00,Completed,Appointment
2573,1243,1,2024-05-29 13:45:00,Completed,Online
2574,159,1,2024-05-29 17:45:00,Completed,Online
2575,529,1,2024-05-29 15:30:00,Completed,Appointment
2576,258,4,2024-05-29 12:30:00,Completed,Phone
2577,428,3,2024-05-29 15:45:00,Completed,Appointment
2578,1000,2,2024-05-30 12:15:00,Completed,Appointment
2579,728,2,2024-05-30 15:30:00,Completed,Phone
2580,985,1,2024-05-30 15:00:00,Completed,Online
2581,413,2,2024-05-30 15:00:00,Completed,Walk-in
2582,360,4,2024-05-30 12:00:00,Completed,Phone
2583,1028,2,2024-05-30 16:00:00,Completed,Online
2584,383,1,2024-05-30 10:00:00,Completed,Online
2585,871,3,2024-05-30 12:15:00,Completed,Appointment
2586,341,4,2024-05-30 15:00:00,Completed,Appointment
2587,1214,1,2024-05-30 15:00:00,Completed,Appointment
2588,365,2,2024-05-30 12:00:00,Completed,Online
2589,492,4,2024-05-30 15:30:00,Completed,Online
2590,1228,2,2024-05-30 14:30:00,Completed,Appointment
2591,621,1,2024-05-31 12:15:00,Completed,Appointment
2592,831,2,2024-05-31 14:00:00,Completed,Appointment
2593,818,2,2024-05-31 16:45:00,Completed,Appointment
2594,259,3,2024-05-31 15:30:00,Cancelled,Walk-in
2595,578,2,2024-05-31 16:00:00,Completed,Online
2596,1074,2,2024-05-31 15:00:00,Completed,Walk-in
2597,275,2,2024-05-31 11:00:00,No-show,Phone
2598,359,1,2024-05-31 10:15:00,Completed,Appointment
2599,1213,4,2024-05-31 15:45:00,Completed,Walk-in
2600,814,1,2024-05-31 09:15:00,Completed,Appointment
2601,548,3,2024-05-31 16:30:00,Completed,Appointment
2602,166,1,2024-05-31 17:45:00,Completed,Phone
2603,137,3,2024-05-31 14:30:00,Completed,Appointment
2604,727,2,2024-05-31 16:45:00,Completed,Walk-in
2605,733,2,2024-06-01 13:30:00,Completed,Walk-in
2606,222,1,2024-06-01 10:00:00,Completed,Online
2607,366,3,2024-06-01 13:45:00,Completed,Phone
2608,515,4,2024-06-01 17:30:00,Completed,Appointment
2609,429,2,2024-06-01 11:30:00,Cancelled,Appointment
2610,766,2,2024-06-01 14:45:00,Completed,Walk-in
2611,1205,4,2024-06-01 17:45:00,Completed,Phone
2612,796,1,2024-06-01 09:30:00,Completed,Phone
2613,411,1,2024-06-01 12:30:00,Completed,Phone
2614,19,2,2024-06-01 09:30:00,Completed,Appointment
2615,1071,4,2024-06-01 12:45:00,Completed,Phone
2616,730,1,2024-06-01 12:15:00,Completed,Online
2617,573,3,2024-06-01 15:45:00,Completed,Appointment
2618,820,1,2024-06-01 15:45:00,Completed,Appointment
2619,981,1,2024-06-03 15:00:00,Completed,Appointment
2620,1041,1,2024-06-03 11:00:00,Completed,Phone
2621,915,1,2024-06-03 12:15:00,Completed,Online
2622,545,3,2024-06-03 13:15:00,Completed,Appointment
2623,800,1,2024-06-03 14:45:00,Completed,Phone
2624,865,3,2024-06-03 11:45:00,Completed,Appointment
2625,724,3,2024-06-03 14:00:00,Completed,Phone
2626,499,2,2024-06-03 15:00:00,Completed,Appointment
2627,74,1,2024-06-04 17:00:00,Completed,Phone
2628,779,3,2024-06-04 13:15:00,Completed,Walk-in
2629,544,2,2024-06-04 10:30:00,Completed,Walk-in
2630,745,1,2024-06-04 12:15:00,No-show,Online
2631,14,3,2024-06-04 14:15:00,Completed,Phone
2632,519,1,2024-06-04 11:30:00,Completed,Walk-in
2633,84,2,2024-06-04 16:00:00,Completed,Walk-in
2634,459,1,2024-06-04 14:45:00,Completed,Online
2635,1168,3,2024-06-04 13:15:00,Completed,Appointment
2636,598,1,2024-06-05 14:30:00,Completed,Walk-in
2637,1130,1,2024-06-05 16:00:00,No-show,Online
2638,904,1,2024-06-05 14:45:00,Completed,Phone
2639,408,1,2024-06-05 09:45:00,Completed,Walk-in
2640,960,2,2024-06-05 13:15:00,Completed,Phone
2641,926,2,2024-06-05 11:45:00,Completed,Online
2642,763,1,2024-06-05 09:15:00,Completed,Appointment
2643,366,1,2024-06-05 15:30:00,Completed,Phone
2644,451,2,2024-06-06 13:45:00,Completed,Walk-in
2645,542,1,2024-06-06 18:15:00,Completed,Appointment
2646,741,3,2024-06-06 17:30:00,Completed,Appointment
2647,987,3,2024-06-06 13:45:00,Completed,Walk-in
2648,171,2,2024-06-06 14:45:00,Completed,Online
2649,943,4,2024-06-06 14:30:00,Completed,Online
2650,38,1,2024-06-06 14:30:00,Completed,Phone
2651,906,1,2024-06-06 11:30:00,Cancelled,Appointment
2652,158,3,2024-06-06 17:00:00,No-show,Appointment
2653,294,4,2024-06-06 17:45:00,Completed,Appointment
2654,675,2,2024-06-06 18:15:00,Completed,Phone
2655,779,3,2024-06-06 14:15:00,Completed,Phone
2656,271,3,2024-06-07 14:15:00,Completed,Phone
2657,17,4,2024-06-07 10:30:00,Completed,Appointment
2658,759,4,2024-06-07 18:00:00,Completed,Appointment
2659,437,2,2024-06-07 09:30:00,Completed,Phone
2660,1051,4,2024-06-07 17:45:00,Completed,Phone
2661,619,1,2024-06-07 12:30:00,Completed,Walk-in
2662,587,2,2024-06-07 11:30:00,Completed,Walk-in
2663,973,2,2024-06-07 12:15:00,Completed,Phone
2664,1101,2,2024-06-07 11:30:00,No-show,Phone
2665,212,1,2024-06-07 14:45:00,Completed,Online
2666,338,4,2024-06-07 11:45:00,Completed,Phone
2667,429,2,2024-06-07 17:45:00,Completed,Online
2668,1010,1,2024-06-07 16:45:00,Completed,Walk-in
2669,935,3,2024-06-07 16:00:00,Completed,Walk-in
2670,581,1,2024-06-07 14:15:00,Completed,Appointment
2671,949,2,2024-06-07 10:45:00,Completed,Walk-in
2672,114,3,2024-06-08 09:30:00,Completed,Walk-in
2673,169,3,2024-06-08 09:00:00,Cancelled,Appointment
2674,755,1,2024-06-08 11:45:00,Completed,Phone
2675,280,3,2024-06-08 11:15:00,Completed,Walk-in
2676,297,1,2024-06-08 16:30:00,Completed,Walk-in
2677,879,2,2024-06-08 11:00:00,Completed,Phone
2678,1085,2,2024-06-08 16:45:00,Completed,Phone
2679,700,2,2024-06-08 13:00:00,Completed,Appointment
2680,137,4,2024-06-08 11:30:00,Completed,Appointment
2681,1167,2,2024-06-08 11:45:00,Completed,Appointment
2682,1083,3,2024-06-08 17:30:00,Cancelled,Phone
2683,790,4,2024-06-08 14:30:00,Completed,Appointment
2684,1139,3,2024-06-08 10:30:00,Completed,Appointment
2685,112,2,2024-06-10 09:30:00,Completed,Appointment
2686,515,2,2024-06-10 15:30:00,Completed,Walk-in
2687,1019,2,2024-06-10 12:45:00,Completed,Appointment
2688,915,1,2024-06-10 11:45:00,Completed,Appointment
2689,949,1,2024-06-10 16:45:00,Completed,Appointment
2690,898,4,2024-06-10 11:30:00,Cancelled,Online
2691,457,1,2024-06-10 09:30:00,Completed,Appointment
2692,10,2,2024-06-10 14:00:00,Completed,Appointment
2693,259,1,2024-06-10 15:15:00,Completed,Online
2694,189,2,2024-06-10 13:45:00,Completed,Appointment
2695,948,2,2024-06-10 13:45:00,Completed,Walk-in
2696,94,2,2024-06-10 12:45:00,Completed,Online
2697,1146,1,2024-06-11 13:45:00,Completed,Walk-in
2698,553,1,2024-06-11 11:00:00,Cancelled,Walk-in
2699,665,1,2024-06-11 10:30:00,Completed,Walk-in
2700,1019,1,2024-06-11 13:00:00,Completed,Online
2701,141,1,2024-06-11 17:15:00,Completed,Walk-in
2702,724,1,2024-06-11 15:45:00,Completed,Appointment
2703,1239,1,2024-06-11 11:45:00,Completed,Walk-in
2704,1203,2,2024-06-12 15:15:00,Completed,Online
2705,1121,2,2024-06-12 15:45:00,Completed,Walk-in
2706,517,2,2024-06-12 18:15:00,Completed,Appointment
2707,55,4,2024-06-12 14:15:00,Completed,Walk-in
2708,1200,1,2024-06-12 10:45:00,Completed,Phone
2709,636,1,2024-06-12 15:15:00,Completed,Appointment
2710,717,3,2024-06-12 11:30:00,Completed,Appointment
2711,1055,1,2024-06-12 16:30:00,Completed,Walk-in
2712,1014,4,2024-06-12 14:30:00,Completed,Appointment
2713,455,3,2024-06-12 13:00:00,Completed,Online
2714,1215,3,2024-06-12 10:15:00,Completed,Phone
2715,246,1,2024-06-13 16:30:00,Completed,Walk-in
2716,765,1,2024-06-13 17:15:00,Completed,Appointment
2717,492,1,2024-06-13 16:45:00,Completed,Appointment
2718,11,2,2024-06-13 15:00:00,Completed,Walk-in
2719,460,2,2024-06-13 15:00:00,Completed,Phone
2720,193,2,2024-06-13 11:30:00,Completed,Phone
2721,657,3,2024-06-13 14:00:00,Completed,Appointment
2722,546,2,2024-06-13 10:30:00,Completed,Appointment
2723,1046,3,2024-06-13 15:30:00,Completed,Online
2724,1054,2,2024-06-13 16:00:00,Completed,Phone
2725,146,1,2024-06-13 16:30:00,No-show,Online
2726,1213,2,2024-06-14 10:15:00,Completed,Online
2727,506,1,2024-06-14 17:30:00,Completed,Walk-in
2728,800,3,2024-06-14 17:45:00,Completed,Appointment
2729,664,4,2024-06-14 15:00:00,Completed,Appointment
2730,42,2,2024-06-14 15:30:00,Completed,Appointment
2731,355,1,2024-06-14 15:30:00,Cancelled,Phone
2732,1053,4,2024-06-14 12:45:00,Completed,Appointment
2733,285,4,2024-06-14 15:30:00,Completed,Appointment
2734,742,1,2024-06-14 15:30:00,Completed,Appointment
2735,612,2,2024-06-14 12:15:00,Completed,Appointment
2736,137,3,2024-06-14 11:00:00,Cancelled,Walk-in
2737,367,2,2024-06-14 17:15:00,Completed,Phone
2738,790,2,2024-06-14 14:30:00,Completed,Appointment
2739,1072,1,2024-06-14 12:30:00,Completed,Appointment
2740,531,3,2024-06-14 09:45:00,Completed,Appointment
2741,407,1,2024-06-15 09:15:00,Completed,Appointment
2742,916,1,2024-06-15 14:30:00,Completed,Walk-in
2743,87,1,2024-06-15 15:45:00,Completed,Appointment
2744,785,1,2024-06-15 12:30:00,Completed,Walk-in
2745,604,3,2024-06-15 17:00:00,Completed,Walk-in
2746,1025,2,2024-06-15 14:15:00,Completed,Appointment
2747,601,1,2024-06-15 09:15:00,Completed,Appointment
2748,119,1,2024-06-15 11:45:00,Completed,Appointment
2749,134,4,2024-06-15 15:00:00,Completed,Appointment
2750,763,1,2024-06-15 10:30:00,No-show,Appointment
2751,1204,3,2024-06-15 11:00:00,Completed,Walk-in
2752,995,3,2024-06-15 11:30:00,Completed,Appointment
2753,837,4,2024-06-17 10:15:00,Completed,Appointment
2754,1190,3,2024-06-17 11:30:00,Completed,Walk-in
2755,137,1,2024-06-17 16:15:00,Completed,Online
2756,585,4,2024-06-17 16:30:00,Completed,Phone
2757,543,2,2024-06-17 14:15:00,Completed,Online
2758,765,3,2024-06-17 11:00:00,Completed,Walk-in
2759,742,2,2024-06-17 16:15:00,Completed,Appointment
2760,276,1,2024-06-18 10:30:00,Completed,Appointment
2761,409,1,2024-06-18 13:15:00,Completed,Online
2762,1011,2,2024-06-18 16:30:00,Completed,Online
2763,640,3,2024-06-18 11:00:00,No-show,Appointment
2764,372,1,2024-06-18 16:15:00,Completed,Appointment
2765,1121,3,2024-06-18 11:15:00,Completed,Walk-in
2766,430,1,2024-06-18 15:45:00,Completed,Appointment
2767,1219,1,2024-06-18 17:45:00,Completed,Walk-in
2768,1158,2,2024-06-18 09:15:00,Completed,Appointment
2769,312,2,2024-06-19 16:30:00,Completed,Appointment
2770,271,3,2024-06-19 17:00:00,Completed,Phone
2771,813,3,2024-06-19 16:30:00,Completed,Phone
2772,997,4,2024-06-19 13:30:00,Completed,Appointment
2773,548,1,2024-06-19 11:30:00,Completed,Online
2774,1163,3,2024-06-19 13:30:00,Completed,Phone
2775,310,4,2024-06-20 09:15:00,Completed,Online
2776,26,1,2024-06-20 12:30:00,Cancelled,Appointment
2777,645,1,2024-06-20 09:00:00,Completed,Appointment
2778,492,3,2024-06-20 12:45:00,Completed,Appointment
2779,166,2,2024-06-20 10:15:00,Completed,Walk-in
2780,137,3,2024-06-20 13:30:00,Completed,Walk-in
2781,1171,1,2024-06-20 14:00:00,Completed,Walk-in
2782,1102,3,2024-06-20 16:00:00,Completed,Walk-in
2783,199,1,2024-06-20 13:45:00,Completed,Online
2784,841,1,2024-06-21 15:15:00,Completed,Online
2785,1184,3,2024-06-21 12:45:00,Cancelled,Walk-in
2786,879,3,2024-06-21 13:30:00,No-show,Appointment
2787,1072,4,2024-06-21 12:30:00,Completed,Appointment
2788,1106,3,2024-06-21 11:30:00,Completed,Phone
2789,589,3,2024-06-21 15:45:00,Completed,Appointment
2790,444,2,2024-06-21 17:45:00,Completed,Appointment
2791,532,3,2024-06-21 13:00:00,Completed,Appointment
2792,262,2,2024-06-21 17:45:00,Completed,Phone
2793,717,1,2024-06-21 13:45:00,Completed,Appointment
2794,975,2,2024-06-21 14:00:00,Completed,Appointment
2795,464,4,2024-06-21 09:00:00,Completed,Online
2796,1012,1,2024-06-21 13:15:00,Completed,Online
2797,879,3,2024-06-21 13:45:00,Completed,Phone
2798,973,3,2024-06-21 11:45:00,Completed,Walk-in
2799,893,2,2024-06-22 12:15:00,Completed,Walk-in
2800,671,3,2024-06-22 11:45:00,Completed,Online
2801,595,4,2024-06-22 16:45:00,Completed,Walk-in
2802,137,4,2024-06-22 14:00:00,Completed,Appointment
2803,436,1,2024-06-22 15:30:00,Completed,Walk-in
2804,827,1,2024-06-22 10:15:00,Completed,Phone
2805,716,3,2024-06-22 16:30:00,Completed,Appointment
2806,1143,3,2024-06-22 10:15:00,Completed,Appointment
2807,124,2,2024-06-22 13:30:00,Completed,Appointment
2808,935,1,2024-06-22 13:45:00,No-show,Walk-in
2809,798,1,2024-06-22 11:30:00,Completed,Walk-in
2810,661,1,2024-06-22 11:45:00,Completed,Walk-in
2811,551,3,2024-06-22 15:00:00,No-show,Walk-in
2812,1014,2,2024-06-22 13:30:00,Completed,Appointment
2813,317,2,2024-06-24 13:45:00,Completed,Walk-in
2814,996,4,2024-06-24 18:45:00,Completed,Walk-in
2815,372,2,2024-06-24 15:15:00,Completed,Online
2816,94,2,2024-06-24 11:30:00,Completed,Appointment
2817,966,1,2024-06-24 16:15:00,Completed,Online
2818,404,1,2024-06-24 11:15:00,Completed,Walk-in
2819,1097,3,2024-06-25 14:00:00,Completed,Phone
2820,1140,2,2024-06-25 13:00:00,Completed,Online
2821,262,1,2024-06-25 16:45:00,Completed,Walk-in
2822,191,4,2024-06-25 18:15:00,Cancelled,Appointment
2823,904,4,2024-06-25 09:00:00,Completed,Appointment
2824,106,4,2024-06-25 11:00:00,Completed,Phone
2825,45,1,2024-06-25 10:30:00,Completed,Online
2826,508,3,2024-06-25 16:30:00,Completed,Online
2827,331,2,2024-06-25 17:45:00,Completed,Walk-in
2828,816,3,2024-06-26 13:00:00,Completed,Phone
2829,378,2,2024-06-26 16:45:00,Completed,Online
2830,448,2,2024-06-26 14:45:00,Completed,Walk-in
2831,354,1,2024-06-26 18:30:00,Completed,Phone
2832,1057,1,2024-06-26 16:15:00,Completed,Walk-in
2833,57,1,2024-06-26 10:00:00,Completed,Online
2834,801,1,2024-06-26 14:30:00,Completed,Appointment
2835,137,1,2024-06-26 12:45:00,Completed,Appointment
2836,1104,1,2024-06-27 13:45:00,Completed,Appointment
2837,523,2,2024-06-27 16:45:00,Completed,Appointment
2838,147,1,2024-06-27 18:15:00,Completed,Appointment
2839,519,4,2024-06-27 17:30:00,Completed,Appointment
2840,344,1,2024-06-27 14:45:00,Completed,Phone
2841,203,3,2024-06-27 16:00:00,Completed,Appointment
2842,91,2,2024-06-27 15:00:00,Completed,Appointment
2843,1108,1,2024-06-27 10:45:00,Completed,Phone
2844,500,4,2024-06-27 11:00:00,Completed,Appointment
2845,1008,3,2024-06-27 11:30:00,Completed,Phone
2846,1172,3,2024-06-27 16:45:00,Cancelled,Phone
2847,667,1,2024-06-27 17:00:00,Completed,Online
2848,365,4,2024-06-27 18:15:00,Cancelled,Phone
2849,350,1,2024-06-27 15:30:00,Completed,Phone
2850,349,4,2024-06-28 15:45:00,Completed,Phone
2851,1024,1,2024-06-28 14:15:00,Completed,Walk-in
2852,1247,1,2024-06-28 17:00:00,Completed,Walk-in
2853,418,2,2024-06-28 17:00:00,Completed,Appointment
2854,3,1,2024-06-28 12:15:00,Completed,Walk-in
2855,192,2,2024-06-28 10:45:00,Completed,Walk-in
2856,1081,3,2024-06-28 10:30:00,Completed,Appointment
2857,333,4,2024-06-28 18:30:00,Completed,Appointment
2858,581,3,2024-06-28 11:45:00,Completed,Online
2859,183,2,2024-06-28 17:00:00,Completed,Appointment
2860,1013,1,2024-06-28 14:30:00,Completed,Appointment
2861,375,4,2024-06-28 12:15:00,Completed,Appointment
2862,519,3,2024-06-28 13:30:00,No-show,Online
2863,800,4,2024-06-29 14:45:00,Completed,Phone
2864,1010,1,2024-06-29 16:15:00,Completed,Walk-in
2865,32,1,2024-06-29 16:45:00,Cancelled,Appointment
2866,383,1,2024-06-29 14:15:00,Completed,Phone
2867,258,2,2024-06-29 13:45:00,Completed,Appointment
2868,569,1,2024-06-29 16:15:00,Completed,Walk-in
2869,499,1,2024-06-29 14:45:00,Completed,Appointment
2870,1194,2,2024-06-29 09:45:00,Completed,Walk-in
2871,1081,2,2024-06-29 14:30:00,Completed,Walk-in
2872,760,3,2024-06-29 18:45:00,Completed,Appointment
2873,765,4,2024-06-29 12:30:00,Completed,Walk-in
2874,517,3,2024-06-29 14:45:00,Cancelled,Walk-in
2875,492,1,2024-06-29 11:00:00,Completed,Appointment
2876,587,3,2024-06-29 11:00:00,Completed,Phone
2877,872,4,2024-07-01 13:15:00,Completed,Online
2878,602,4,2024-07-01 10:45:00,Completed,Appointment
2879,492,1,2024-07-01 14:30:00,Cancelled,Appointment
2880,252,1,2024-07-01 18:15:00,Completed,Phone
2881,1030,4,2024-07-01 13:30:00,Completed,Appointment
2882,1215,1,2024-07-01 15:45:00,Completed,Appointment
2883,694,2,2024-07-01 13:15:00,Completed,Appointment
2884,534,1,2024-07-01 12:30:00,Completed,Walk-in
2885,763,3,2024-07-01 16:45:00,Completed,Appointment
2886,512,2,2024-07-01 10:15:00,Completed,Appointment
2887,387,3,2024-07-01 11:15:00,Completed,Walk-in
2888,523,4,2024-07-01 17:00:00,Completed,Appointment
2889,451,3,2024-07-01 17:30:00,Completed,Appointment
2890,915,2,2024-07-02 12:15:00,Completed,Appointment
2891,709,4,2024-07-02 13:15:00,Completed,Phone
2892,81,2,2024-07-02 15:00:00,Completed,Phone
2893,47,1,2024-07-02 12:15:00,No-show,Online
2894,1143,1,2024-07-02 12:30:00,Completed,Appointment
2895,618,2,2024-07-02 16:00:00,Completed,Appointment
2896,1048,4,2024-07-02 14:45:00,Completed,Walk-in
2897,436,1,2024-07-02 18:15:00,Completed,Appointment
2898,1148,1,2024-07-02 18:15:00,Completed,Walk-in
2899,835,2,2024-07-02 17:45:00,Completed,Phone
2900,786,2,2024-07-02 12:45:00,Completed,Online
2901,778,3,2024-07-03 17:00:00,Completed,Walk-in
2902,335,1,2024-07-03 14:45:00,Completed,Appointment
2903,94,1,2024-07-03 13:00:00,Completed,Phone
2904,180,3,2024-07-03 12:30:00,Completed,Phone
2905,1183,1,2024-07-03 12:30:00,Completed,Online
2906,261,3,2024-07-03 16:15:00,Completed,Appointment
2907,810,1,2024-07-03 12:45:00,No-show,Walk-in
2908,269,2,2024-07-03 18:00:00,Completed,Appointment
2909,491,1,2024-07-03 13:15:00,Cancelled,Phone
2910,1095,4,2024-07-03 11:45:00,Completed,Appointment
2911,51,2,2024-07-03 18:15:00,Completed,Online
2912,1043,2,2024-07-03 16:30:00,Completed,Appointment
2913,895,2,2024-07-04 14:45:00,Completed,Phone
2914,748,2,2024-07-04 11:30:00,Completed,Phone
