transaction_id,appointment_id,subtotal,discount,tax,tip,total,payment_method,estimated_service_cost
2376,2621,58.0,0,4.79,10.42,73.21,Credit Card,12.0
2377,2622,22.0,0,1.82,2.64,26.46,Debit Card,4.0
2378,2623,55.0,0,4.55,7.79,67.34,Credit Card,11.0
2379,2624,55.0,0,4.55,6.79,66.34,Credit Card,11.0
2380,2625,65.0,0,5.37,17.05,87.42,Credit Card,14.0
2381,2626,93.0,10,6.86,22.05,111.91,Cash,18.5
2382,2627,65.0,10,4.55,9.04,68.59,Gift Card,14.0
2383,2628,45.0,10,2.89,0,37.89,Debit Card,8.5
2384,2629,70.0,10,4.96,6.16,71.12,Debit Card,14.0
2385,2631,55.0,0,4.55,7.04,66.59,Cash,10.0
2386,2632,55.0,5,4.13,8.38,62.51,Debit Card,10.0
2387,2633,68.0,0,5.62,18.42,92.04,Debit Card,13.5
2388,2634,82.0,0,6.78,7.03,95.81,Credit Card,16.5
2389,2635,48.0,0,3.97,6.29,58.26,Cash,9.0
2390,2636,48.0,0,3.97,6.25,58.22,Debit Card,10.0
2391,2638,55.0,10,3.72,5.9,54.62,Debit Card,11.0
2392,2639,79.0,0,6.53,9.72,95.25,Debit Card,14.5
2393,2640,45.0,0,3.72,8.84,57.56,Credit Card,8.5
2394,2641,45.0,0,3.72,15.44,64.16,Debit Card,8.5
2395,2642,72.0,0,5.95,22.75,100.7,Credit Card,15.0
2396,2643,28.0,0,2.31,8.24,38.55,Debit Card,5.5
2397,2644,55.0,5,4.13,10.36,64.49,Debit Card,11.0
2398,2645,38.0,0,3.14,0,41.14,Debit Card,7.5
2399,2646,55.0,0,4.55,8.81,68.36,Credit Card,11.0
2400,2647,45.0,0,3.72,7.36,56.08,Credit Card,8.5
2401,2648,28.0,0,2.31,9.27,39.58,Cash,5.5
2402,2649,38.0,0,3.14,8.9,50.04,Debit Card,7.5
2403,2650,48.0,0,3.97,13.61,65.58,Credit Card,10.0
2404,2653,82.0,0,6.78,11.36,100.14,Debit Card,16.5
2405,2654,100.0,5,7.85,25.12,127.97,Debit Card,19.5
2406,2655,22.0,0,1.82,4.04,27.86,Credit Card,4.0
2407,2656,48.0,0,3.97,5.09,57.06,Credit Card,10.0
2408,2657,28.0,0,2.31,4.97,35.28,Credit Card,5.5
2409,2658,63.0,0,5.21,9.47,77.68,Debit Card,13.0
2410,2659,60.0,0,4.96,12.07,77.03,Debit Card,12.0
2411,2660,75.0,5,5.79,11.58,87.37,Debit Card,15.5
2412,2661,55.0,0,4.55,10.16,69.71,Debit Card,11.0
2413,2662,70.0,0,5.79,9.12,84.91,Credit Card,14.0
2414,2663,82.0,0,6.78,17.01,105.79,Credit Card,16.5
2415,2665,63.0,5,4.79,8.51,71.3,Credit Card,13.0
2416,2666,58.0,5,4.38,11.55,68.93,Credit Card,12.0
2417,2667,65.0,10,4.55,15.97,75.52,Credit Card,14.0
2418,2668,80.0,10,5.79,8.96,84.75,Cash,17.0
2419,2669,77.0,0,6.36,10.55,93.91,Credit Card,16.0
2420,2670,70.0,10,4.96,11.12,76.08,Cash,14.0
2421,2671,48.0,0,3.97,4.92,56.89,Cash,10.0
2422,2672,40.0,0,3.31,4.13,47.44,Debit Card,7.5
2423,2674,72.0,0,5.95,22.22,100.17,Cash,15.0
2424,2675,84.0,10,6.12,14.24,94.36,Debit Card,17.0
2425,2676,45.0,5,3.31,7.84,51.15,Debit Card,8.5
2426,2677,55.0,0,4.55,7.46,67.01,Debit Card,10.0
2427,2678,55.0,10,3.72,0.35,49.07,Credit Card,10.0
2428,2679,38.0,0,3.14,16.78,57.92,Cash,7.5
2429,2680,60.0,0,4.96,8.88,73.84,Credit Card,11.5
2430,2681,65.0,0,5.37,8.05,78.42,Credit Card,14.0
2431,2683,38.0,0,3.14,4.41,45.55,Credit Card,7.5
2432,2684,48.0,0,3.97,7.81,59.78,Credit Card,10.0
2433,2685,57.0,5,4.3,9.22,65.52,Cash,10.5
2434,2686,72.0,0,5.95,10.74,88.69,Cash,15.0
2435,2687,38.0,0,3.14,1.79,42.93,Cash,7.5
2436,2688,65.0,0,5.37,13.54,83.91,Credit Card,12.5
2437,2689,57.0,0,4.71,8.18,69.89,Cash,10.5
2438,2691,22.0,0,1.82,3.18,27.0,Debit Card,4.0
2439,2692,72.0,0,5.95,13.82,91.77,Credit Card,15.0
2440,2693,67.0,0,5.54,13.34,85.88,Credit Card,13.0
2441,2694,38.0,0,3.14,10.2,51.34,Cash,7.5
2442,2695,45.0,5,3.31,3.14,46.45,Credit Card,8.5
2443,2696,55.0,0,4.55,8.52,68.07,Cash,11.0
2444,2697,88.0,10,6.45,13.38,97.83,Credit Card,17.0
2445,2699,87.0,0,7.19,13.02,107.21,Credit Card,18.0
2446,2700,45.0,5,3.31,4.85,48.16,Credit Card,8.5
2447,2701,45.0,0,3.72,5.09,53.81,Cash,8.5
2448,2702,45.0,0,3.72,0.27,48.99,Credit Card,8.5
2449,2703,45.0,10,2.89,12.21,50.1,Cash,8.5
2450,2704,95.0,0,7.85,17.0,119.85,Cash,18.0
2451,2705,48.0,0,3.97,12.67,64.64,Debit Card,9.0
2452,2706,65.0,0,5.37,20.85,91.22,Credit Card,14.0
2453,2707,48.0,5,3.55,13.26,59.81,Debit Card,10.0
2454,2708,48.0,0,3.97,9.26,61.23,Debit Card,10.0
2455,2709,57.0,0,4.71,4.1,65.81,Credit Card,10.5
2456,2710,38.0,0,3.14,2.59,43.73,Debit Card,7.5
2457,2711,48.0,5,3.55,7.16,53.71,Credit Card,10.0
2458,2712,48.0,0,3.97,13.63,65.6,Cash,10.0
2459,2713,38.0,0,3.14,13.4,54.54,Debit Card,7.5
2460,2714,45.0,0,3.72,8.66,57.38,Gift Card,8.5
2461,2715,60.0,0,4.96,10.53,75.49,Credit Card,11.5
2462,2716,73.0,0,6.03,18.01,97.04,Credit Card,15.0
2463,2717,60.0,0,4.96,12.54,77.5,Credit Card,11.5
2464,2718,65.0,0,5.37,12.12,82.49,Debit Card,14.0
2465,2719,55.0,0,4.55,4.47,64.02,Debit Card,11.0
2466,2720,60.0,0,4.96,12.31,77.27,Cash,11.5
2467,2721,67.0,0,5.54,14.14,86.68,Credit Card,13.0
2468,2722,60.0,0,4.96,14.47,79.43,Debit Card,11.5
2469,2723,65.0,5,4.96,6.57,71.53,Debit Card,14.0
2470,2724,87.0,0,7.19,18.23,112.42,Debit Card,18.0
2471,2726,48.0,0,3.97,0.55,52.52,Debit Card,10.0
2472,2727,48.0,0,3.97,4.62,56.59,Cash,10.0
2473,2728,38.0,0,3.14,11.36,52.5,Credit Card,7.0
2474,2729,55.0,0,4.55,13.8,73.35,Credit Card,10.0
2475,2730,77.0,0,6.36,14.8,98.16,Credit Card,16.0
2476,2732,65.0,5,4.96,9.53,74.49,Credit Card,14.0
2477,2733,28.0,0,2.31,9.59,39.9,Cash,5.5
2478,2734,58.0,0,4.79,12.07,74.86,Cash,12.0
2479,2735,72.0,0,5.95,16.42,94.37,Cash,15.0
2480,2737,28.0,0,2.31,5.78,36.09,Debit Card,5.5
2481,2738,45.0,0,3.72,7.16,55.88,Credit Card,8.5
2482,2739,55.0,5,4.13,15.1,69.23,Credit Card,10.0
2483,2740,72.0,10,5.12,13.4,80.52,Cash,15.0
2484,2741,55.0,5,4.13,5.08,59.21,Debit Card,11.0
2485,2742,65.0,5,4.96,8.89,73.85,Credit Card,14.0
2486,2743,58.0,10,3.97,11.2,63.17,Credit Card,12.0
2487,2744,55.0,0,4.55,7.83,67.38,Credit Card,11.0
2488,2745,55.0,0,4.55,11.64,71.19,Cash,11.0
2489,2746,87.0,0,7.19,16.75,110.94,Credit Card,18.0
2490,2747,55.0,10,3.72,6.17,54.89,Cash,11.0
2491,2748,50.0,0,4.13,9.49,63.62,Cash,9.5
2492,2749,60.0,0,4.96,8.2,73.16,Debit Card,12.0
2493,2751,65.0,0,5.37,8.14,78.51,Debit Card,14.0
2494,2752,45.0,0,3.72,2.53,51.25,Credit Card,8.5
2495,2753,45.0,0,3.72,11.66,60.38,Credit Card,8.5
2496,2754,58.0,10,3.97,11.47,63.44,Debit Card,12.0
2497,2755,58.0,5,4.38,9.68,67.06,Cash,12.0
2498,2756,45.0,0,3.72,0,48.72,Debit Card,8.5
2499,2757,45.0,0,3.72,11.78,60.5,Debit Card,8.5
2500,2758,28.0,0,2.31,9.52,39.83,Credit Card,5.5
2501,2759,38.0,0,3.14,6.67,47.81,Credit Card,7.5
2502,2760,65.0,0,5.37,16.83,87.2,Credit Card,14.0
2503,2761,53.0,0,4.38,3.04,60.42,Debit Card,10.5
2504,2762,55.0,5,4.13,15.71,69.84,Cash,11.0
2505,2764,55.0,0,4.55,8.85,68.4,Credit Card,11.0
2506,2765,22.0,0,1.82,16.0,39.82,Debit Card,4.0
2507,2766,45.0,0,3.72,8.02,56.74,Debit Card,8.5
2508,2767,38.0,0,3.14,13.01,54.15,Credit Card,7.0
2509,2768,72.0,0,5.95,7.1,85.05,Credit Card,15.0
2510,2769,75.0,0,6.2,10.15,91.35,Debit Card,15.5
2511,2770,22.0,0,1.82,7.56,31.38,Debit Card,4.0
2512,2771,28.0,0,2.31,5.83,36.14,Debit Card,5.5
2513,2772,58.0,10,3.97,7.31,59.28,Cash,12.0
2514,2773,38.0,0,3.14,0.01,41.15,Cash,7.5
2515,2774,28.0,0,2.31,6.68,36.99,Debit Card,5.5
2516,2775,28.0,0,2.31,4.14,34.45,Debit Card,5.5
2517,2777,45.0,0,3.72,7.15,55.87,Debit Card,8.5
2518,2778,28.0,0,2.31,0,30.31,Credit Card,5.5
2519,2779,66.0,0,5.45,7.02,78.47,Debit Card,13.0
2520,2780,80.0,0,6.61,13.96,100.57,Cash,17.0
2521,2781,48.0,10,3.14,7.55,48.69,Debit Card,10.0
2522,2782,72.0,0,5.95,16.16,94.11,Credit Card,15.0
2523,2783,45.0,10,2.89,9.37,47.26,Debit Card,8.5
2524,2784,43.0,10,2.73,4.49,40.22,Credit Card,8.5
2525,2787,38.0,0,3.14,8.85,49.99,Credit Card,7.5
2526,2788,48.0,0,3.97,6.32,58.29,Cash,10.0
2527,2789,38.0,0,3.14,9.74,50.88,Cash,7.5
2528,2790,38.0,0,3.14,7.69,48.83,Cash,7.5
2529,2791,57.0,0,4.71,13.94,75.65,Debit Card,10.5
2530,2792,38.0,0,3.14,10.58,51.72,Credit Card,7.5
2531,2793,72.0,0,5.95,7.1,85.05,Cash,15.0
2532,2794,48.0,0,3.97,9.2,61.17,Credit Card,10.0
2533,2795,55.0,5,4.13,6.07,60.2,Credit Card,10.0
2534,2796,45.0,0,3.72,0.43,49.15,Debit Card,8.5
2535,2797,93.0,0,7.69,25.3,125.99,Cash,18.5
2536,2798,67.0,10,4.71,10.24,71.95,Debit Card,13.0
2537,2799,48.0,0,3.97,8.15,60.12,Cash,10.0
2538,2800,55.0,0,4.55,11.15,70.7,Credit Card,10.0
2539,2801,72.0,0,5.95,16.53,94.48,Credit Card,15.0
2540,2802,58.0,10,3.97,6.21,58.18,Debit Card,12.0
2541,2803,28.0,0,2.31,5.49,35.8,Credit Card,5.5
2542,2804,72.0,0,5.95,12.19,90.14,Gift Card,15.0
2543,2805,28.0,0,2.31,7.42,37.73,Debit Card,5.5
2544,2806,73.0,5,5.62,14.73,88.35,Debit Card,15.0
2545,2807,45.0,5,3.31,10.9,54.21,Cash,8.5
2546,2809,45.0,10,2.89,5.94,43.83,Cash,8.5
2547,2810,48.0,10,3.14,0,41.14,Credit Card,9.0
2548,2812,48.0,10,3.14,2.83,43.97,Debit Card,10.0
2549,2813,72.0,5,5.54,9.19,81.73,Debit Card,15.0
2550,2814,45.0,5,3.31,5.86,49.17,Credit Card,8.5
2551,2815,58.0,10,3.97,7.33,59.3,Debit Card,12.0
2552,2816,72.0,0,5.95,19.43,97.38,Credit Card,15.0
2553,2817,45.0,0,3.72,7.07,55.79,Cash,8.5
2554,2818,40.0,0,3.31,11.08,54.39,Credit Card,7.5
2555,2819,22.0,0,1.82,4.96,28.78,Credit Card,4.0
2556,2820,28.0,0,2.31,0.75,31.06,Gift Card,5.5
2557,2821,83.0,5,6.45,0.78,85.23,Credit Card,16.0
2558,2823,75.0,0,6.2,21.9,103.1,Credit Card,15.5
2559,2824,45.0,0,3.72,11.01,59.73,Gift Card,8.5
2560,2825,55.0,10,3.72,1.83,50.55,Credit Card,11.0
2561,2826,48.0,0,3.97,12.82,64.79,Cash,10.0
2562,2827,43.0,0,3.55,7.92,54.47,Cash,8.5
2563,2828,80.0,0,6.61,9.7,96.31,Cash,17.0
2564,2829,40.0,0,3.31,7.24,50.55,Cash,7.5
2565,2830,87.0,10,6.36,11.73,95.09,Cash,18.0
2566,2831,48.0,0,3.97,17.0,68.97,Debit Card,10.0
2567,2832,48.0,5,3.55,7.67,54.22,Gift Card,10.0
2568,2833,58.0,5,4.38,15.08,72.46,Credit Card,12.0
2569,2834,48.0,10,3.14,4.21,45.35,Credit Card,10.0
2570,2835,83.0,0,6.86,11.3,101.16,Cash,16.5
2571,2836,45.0,0,3.72,12.33,61.05,Debit Card,8.5
2572,2837,45.0,0,3.72,5.35,54.07,Debit Card,8.5
2573,2838,58.0,5,4.38,8.58,65.96,Credit Card,12.0
2574,2839,38.0,0,3.14,7.31,48.45,Debit Card,7.5
2575,2840,22.0,0,1.82,0.31,24.13,Debit Card,4.0
2576,2841,55.0,0,4.55,5.23,64.78,Credit Card,11.0
2577,2842,57.0,5,4.3,15.17,71.47,Credit Card,10.5
2578,2843,48.0,0,3.97,16.12,68.09,Debit Card,10.0
2579,2844,22.0,0,1.82,0,23.82,Cash,4.0
2580,2845,22.0,0,1.82,3.33,27.15,Debit Card,4.0
2581,2847,38.0,0,3.14,12.31,53.45,Credit Card,7.5
2582,2849,28.0,0,2.31,9.51,39.82,Credit Card,5.5
2583,2850,45.0,0,3.72,1.7,50.42,Debit Card,8.5
2584,2851,28.0,0,2.31,0,30.31,Credit Card,5.5
2585,2852,28.0,0,2.31,0,30.31,Cash,5.5
2586,2853,65.0,5,4.96,8.04,73.0,Credit Card,14.0
2587,2854,22.0,0,1.82,3.03,26.85,Credit Card,4.0
2588,2855,93.0,0,7.69,17.73,118.42,Credit Card,18.5
2589,2856,55.0,0,4.55,19.1,78.65,Credit Card,11.0
2590,2857,38.0,0,3.14,4.95,46.09,Cash,7.5
2591,2858,38.0,0,3.14,8.25,49.39,Debit Card,7.5
2592,2859,76.0,0,6.28,11.38,93.66,Credit Card,15.5
2593,2860,110.0,0,9.09,17.27,136.36,Credit Card,22.5
2594,2861,65.0,0,5.37,13.81,84.18,Credit Card,12.5
2595,2863,45.0,0,3.72,10.07,58.79,Credit Card,8.5
2596,2864,43.0,10,2.73,3.41,39.14,Credit Card,8.5
2597,2866,48.0,0,3.97,4.7,56.67,Cash,10.0
2598,2867,38.0,0,3.14,9.34,50.48,Credit Card,7.5
2599,2868,38.0,0,3.14,14.74,55.88,Debit Card,7.5
2600,2869,38.0,0,3.14,5.95,47.09,Credit Card,7.5
2601,2870,73.0,0,6.03,11.93,90.96,Credit Card,15.0
2602,2871,83.0,5,6.45,17.8,102.25,Credit Card,16.5
2603,2872,38.0,0,3.14,11.06,52.2,Debit Card,7.5
2604,2873,48.0,0,3.97,12.59,64.56,Credit Card,10.0
2605,2875,67.0,5,5.12,8.19,75.31,Cash,13.0
2606,2876,28.0,0,2.31,10.11,40.42,Cash,5.5
2607,2877,38.0,0,3.14,9.69,50.83,Cash,7.5
2608,2878,55.0,0,4.55,7.7,67.25,Debit Card,11.0
2609,2880,28.0,0,2.31,3.23,33.54,Debit Card,5.5
2610,2881,72.0,0,5.95,14.13,92.08,Credit Card,15.0
2611,2882,48.0,0,3.97,6.9,58.87,Credit Card,10.0
2612,2883,58.0,5,4.38,6.64,64.02,Credit Card,11.5
2613,2884,48.0,0,3.97,6.31,58.28,Gift Card,10.0
2614,2885,72.0,0,5.95,8.67,86.62,Credit Card,15.0
2615,2886,45.0,0,3.72,9.87,58.59,Credit Card,8.5
2616,2887,28.0,0,2.31,10.57,40.88,Credit Card,5.5
2617,2888,45.0,0,3.72,13.49,62.21,Credit Card,8.5
2618,2889,70.0,5,5.37,11.92,82.29,Cash,14.0
2619,2890,48.0,10,3.14,5.16,46.3,Debit Card,9.0
2620,2891,57.0,0,4.71,8.54,70.25,Debit Card,10.5
2621,2892,45.0,10,2.89,5.5,43.39,Credit Card,8.5
2622,2894,45.0,0,3.72,11.36,60.08,Credit Card,8.5
2623,2895,45.0,0,3.72,9.41,58.13,Credit Card,8.5
2624,2896,58.0,10,3.97,9.83,61.8,Credit Card,12.0
2625,2897,72.0,10,5.12,14.03,81.15,Credit Card,15.0
2626,2898,67.0,10,4.71,15.56,77.27,Credit Card,13.0
2627,2899,84.0,0,6.94,14.29,105.23,Credit Card,17.0
2628,2900,55.0,0,4.55,15.59,75.14,Credit Card,11.0
2629,2901,53.0,0,4.38,6.89,64.27,Credit Card,10.5
2630,2902,83.0,0,6.86,13.5,103.36,Debit Card,16.0
2631,2903,50.0,0,4.13,11.9,66.03,Credit Card,9.5
2632,2904,63.0,10,4.38,7.21,64.59,Credit Card,13.0
2633,2905,38.0,0,3.14,10.3,51.44,Debit Card,7.5
2634,2906,57.0,0,4.71,5.91,67.62,Credit Card,10.5
2635,2908,40.0,0,3.31,6.18,49.49,Cash,7.5
2636,2910,58.0,0,4.79,4.83,67.62,Debit Card,12.0
2637,2911,48.0,10,3.14,8.78,49.92,Credit Card,10.0
2638,2912,72.0,0,5.95,17.93,95.88,Gift Card,15.0
2639,2913,28.0,0,2.31,2.79,33.1,Credit Card,5.5
2640,2914,72.0,0,5.95,8.9,86.85,Credit Card,15.0
2641,2915,38.0,0,3.14,1.75,42.89,Credit Card,7.5
2642,2916,45.0,0,3.72,10.42,59.14,Credit Card,8.5
2643,2917,57.0,10,3.88,12.78,63.66,Credit Card,10.5
2644,2918,48.0,0,3.97,11.08,63.05,Debit Card,10.0
2645,2919,77.0,10,5.54,16.54,89.08,Debit Card,16.0
2646,2920,55.0,10,3.72,11.6,60.32,Debit Card,11.0
2647,2921,65.0,10,4.55,10.48,70.03,Credit Card,12.5
2648,2922,55.0,10,3.72,11.34,60.06,Credit Card,10.0
2649,2923,93.0,5,7.27,9.83,105.1,Credit Card,19.5
2650,2924,48.0,5,3.55,10.28,56.83,Debit Card,10.0
2651,2925,55.0,10,3.72,10.08,58.8,Credit Card,11.0
2652,2926,48.0,0,3.97,5.78,57.75,Cash,10.0
2653,2927,38.0,0,3.14,8.04,49.18,Credit Card,7.5
2654,2928,55.0,10,3.72,8.8,57.52,Credit Card,11.0
2655,2929,70.0,0,5.79,9.58,85.37,Cash,14.0
2656,2930,55.0,0,4.55,16.12,75.67,Credit Card,10.0
2657,2931,78.0,0,6.45,17.31,101.76,Cash,15.0
2658,2932,105.0,10,7.85,20.11,122.96,Credit Card,20.5
2659,2933,58.0,5,4.38,3.26,60.64,Credit Card,11.5
2660,2934,38.0,0,3.14,6.16,47.3,Debit Card,7.5
2661,2936,105.0,0,8.68,12.98,126.66,Debit Card,20.5
2662,2937,70.0,0,5.79,17.84,93.63,Credit Card,14.0
2663,2938,58.0,10,3.97,12.25,64.22,Credit Card,11.5
2664,2939,65.0,0,5.37,8.54,78.91,Credit Card,12.5
2665,2940,28.0,0,2.31,8.65,38.96,Debit Card,5.5
2666,2941,60.0,5,4.55,22.0,81.55,Debit Card,11.5
2667,2942,28.0,0,2.31,0,30.31,Credit Card,5.5
2668,2943,75.0,10,5.37,10.27,80.64,Cash,15.5
2669,2944,28.0,0,2.31,6.24,36.55,Debit Card,5.5
2670,2945,48.0,0,3.97,7.89,59.86,Gift Card,10.0
2671,2946,48.0,5,3.55,5.36,51.91,Credit Card,10.0
2672,2947,57.0,0,4.71,11.85,73.56,Debit Card,10.5
2673,2948,53.0,0,4.38,12.99,70.37,Debit Card,10.5
2674,2949,38.0,0,3.14,6.3,47.44,Credit Card,7.5
2675,2950,72.0,0,5.95,19.09,97.04,Debit Card,15.0
2676,2952,50.0,0,4.13,9.92,64.05,Gift Card,9.5
2677,2953,65.0,0,5.37,9.61,79.98,Credit Card,14.0
2678,2954,55.0,0,4.55,9.68,69.23,Cash,11.0
2679,2955,45.0,0,3.72,6.92,55.64,Debit Card,8.5
2680,2956,55.0,5,4.13,15.13,69.26,Credit Card,11.0
2681,2957,58.0,0,4.79,9.88,72.67,Credit Card,12.0
2682,2960,45.0,5,3.31,7.78,51.09,Credit Card,8.5
2683,2961,58.0,0,4.79,8.79,71.58,Cash,12.0
2684,2962,72.0,0,5.95,7.36,85.31,Credit Card,15.0
2685,2963,28.0,0,2.31,6.54,36.85,Cash,5.5
2686,2964,48.0,0,3.97,14.85,66.82,Debit Card,10.0
2687,2965,38.0,0,3.14,8.62,49.76,Credit Card,7.5
2688,2966,48.0,0,3.97,8.64,60.61,Debit Card,10.0
2689,2968,38.0,0,3.14,3.84,44.98,Cash,7.5
2690,2969,45.0,0,3.72,6.06,54.78,Cash,8.5
2691,2970,65.0,0,5.37,10.3,80.67,Cash,14.0
2692,2971,55.0,0,4.55,17.03,76.58,Cash,11.0
2693,2972,67.0,0,5.54,13.58,86.12,Debit Card,13.0
2694,2973,93.0,0,7.69,5.39,106.08,Credit Card,18.5
2695,2974,65.0,0,5.37,13.07,83.44,Debit Card,14.0
2696,2975,60.0,0,4.96,10.86,75.82,Debit Card,11.5
2697,2976,84.0,0,6.94,17.11,108.05,Debit Card,17.0
2698,2978,65.0,5,4.96,14.29,79.25,Debit Card,14.0
2699,2979,72.0,5,5.54,11.46,84.0,Cash,15.0
2700,2980,60.0,10,4.13,10.46,64.59,Debit Card,12.0
2701,2981,80.0,0,6.61,19.04,105.65,Cash,17.0
2702,2982,38.0,0,3.14,7.14,48.28,Credit Card,7.5
2703,2983,83.0,0,6.86,23.15,113.01,Gift Card,16.0
2704,2984,113.0,0,9.34,17.78,140.12,Cash,22.5
2705,2985,28.0,0,2.31,0.95,31.26,Credit Card,5.5
2706,2986,73.0,0,6.03,7.09,86.12,Cash,14.0
2707,2987,48.0,10,3.14,3.64,44.78,Cash,9.0
2708,2989,48.0,0,3.97,16.97,68.94,Debit Card,10.0
2709,2990,45.0,0,3.72,4.07,52.79,Debit Card,8.5
2710,2991,55.0,10,3.72,0.36,49.08,Debit Card,11.0
2711,2992,37.0,0,3.06,2.21,42.27,Credit Card,7.0
2712,2993,55.0,5,4.13,13.0,67.13,Cash,11.0
2713,2994,73.0,10,5.21,10.77,78.98,Credit Card,14.0
2714,2995,45.0,0,3.72,7.58,56.3,Credit Card,8.5
2715,2996,55.0,10,3.72,5.06,53.78,Credit Card,10.0
2716,2997,43.0,0,3.55,9.16,55.71,Debit Card,8.5
2717,2998,28.0,0,2.31,8.53,38.84,Debit Card,5.5
2718,2999,38.0,0,3.14,8.46,49.6,Debit Card,7.5
2719,3000,55.0,5,4.13,3.79,57.92,Credit Card,11.0
2720,3001,48.0,0,3.97,11.37,63.34,Credit Card,10.0
2721,3002,28.0,0,2.31,14.6,44.91,Credit Card,5.5
2722,3003,72.0,0,5.95,12.88,90.83,Credit Card,15.0
2723,3004,84.0,0,6.94,18.71,109.65,Cash,17.0
2724,3005,72.0,0,5.95,21.34,99.29,Cash,15.0
2725,3006,28.0,0,2.31,10.98,41.29,Credit Card,5.5
2726,3007,48.0,10,3.14,7.4,48.54,Debit Card,10.0
2727,3008,28.0,0,2.31,8.23,38.54,Gift Card,5.5
2728,3009,34.0,0,2.81,2.02,38.83,Credit Card,6.0
2729,3010,48.0,0,3.97,9.84,61.81,Debit Card,10.0
2730,3011,22.0,0,1.82,9.75,33.57,Debit Card,4.0
2731,3012,112.0,0,9.26,21.76,143.02,Credit Card,21.5
2732,3013,48.0,0,3.97,4.43,56.4,Credit Card,10.0
2733,3014,70.0,0,5.79,7.45,83.24,Credit Card,14.0
2734,3015,50.0,10,3.31,5.2,48.51,Credit Card,9.5
2735,3016,45.0,5,3.31,7.43,50.74,Debit Card,8.5
2736,3017,58.0,0,4.79,1.45,64.24,Credit Card,12.0
2737,3018,83.0,0,6.86,17.73,107.59,Debit Card,16.0
2738,3019,45.0,5,3.31,5.98,49.29,Debit Card,8.5
2739,3020,45.0,0,3.72,7.87,56.59,Debit Card,8.5
2740,3021,58.0,0,4.79,11.26,74.05,Debit Card,12.0
2741,3022,83.0,0,6.86,13.55,103.41,Debit Card,16.0
2742,3023,57.0,0,4.71,9.85,71.56,Debit Card,10.5
2743,3025,72.0,10,5.12,8.54,75.66,Debit Card,15.0
2744,3026,105.0,5,8.27,17.37,125.64,Debit Card,20.5
2745,3028,58.0,0,4.79,5.12,67.91,Debit Card,11.5
2746,3029,22.0,0,1.82,5.91,29.73,Debit Card,4.0
2747,3030,55.0,0,4.55,16.43,75.98,Credit Card,11.0
2748,3031,48.0,0,3.97,6.35,58.32,Credit Card,10.0
2749,3032,80.0,0,6.61,17.39,104.0,Gift Card,17.0
2750,3033,65.0,5,4.96,6.62,71.58,Credit Card,12.5
2751,3034,45.0,0,3.72,8.99,57.71,Credit Card,8.5
2752,3035,48.0,0,3.97,5.75,57.72,Credit Card,10.0
2753,3036,38.0,0,3.14,10.34,51.48,Credit Card,7.5
2754,3037,48.0,5,3.55,11.29,57.84,Cash,10.0
2755,3038,72.0,5,5.54,16.24,88.78,Cash,15.0
2756,3039,100.0,0,8.27,18.94,127.21,Credit Card,20.5
2757,3040,22.0,0,1.82,1.68,25.5,Cash,4.0
2758,3041,55.0,5,4.13,13.43,67.56,Credit Card,10.0
2759,3042,70.0,10,4.96,8.97,73.93,Debit Card,14.0
2760,3043,38.0,0,3.14,10.43,51.57,Credit Card,7.5
2761,3044,60.0,10,4.13,16.83,70.96,Cash,11.5
2762,3046,40.0,0,3.31,7.39,50.7,Cash,7.5
2763,3047,73.0,0,6.03,12.13,91.16,Debit Card,14.0
2764,3048,72.0,0,5.95,16.7,94.65,Credit Card,15.0
2765,3049,70.0,0,5.79,16.07,91.86,Cash,14.0
2766,3050,55.0,10,3.72,4.46,53.18,Credit Card,11.0
2767,3051,45.0,5,3.31,3.81,47.12,Credit Card,8.5
2768,3052,82.0,0,6.78,18.69,107.47,Debit Card,16.5
2769,3053,22.0,0,1.82,0.23,24.05,Credit Card,4.0
2770,3054,72.0,0,5.95,18.31,96.26,Cash,15.0
2771,3055,93.0,0,7.69,18.76,119.45,Credit Card,19.5
2772,3056,38.0,0,3.14,12.28,53.42,Credit Card,7.5
2773,3057,60.0,0,4.96,16.78,81.74,Credit Card,11.5
2774,3058,58.0,5,4.38,4.62,62.0,Cash,12.0
2775,3059,93.0,5,7.27,17.55,112.82,Credit Card,18.5
2776,3060,38.0,0,3.14,6.55,47.69,Credit Card,7.5
2777,3061,45.0,0,3.72,9.39,58.11,Credit Card,8.5
2778,3062,43.0,0,3.55,0.64,47.19,Credit Card,8.5
2779,3063,58.0,0,4.79,4.49,67.28,Debit Card,12.0
2780,3064,38.0,0,3.14,2.9,44.04,Debit Card,7.5
2781,3065,22.0,0,1.82,5.02,28.84,Cash,4.0
2782,3066,48.0,5,3.55,0.53,47.08,Credit Card,10.0
2783,3067,45.0,0,3.72,12.27,60.99,Debit Card,8.5
2784,3068,38.0,0,3.14,11.27,52.41,Credit Card,7.5
2785,3070,38.0,0,3.14,10.47,51.61,Cash,7.5
2786,3071,72.0,0,5.95,8.79,86.74,Credit Card,15.0
2787,3072,43.0,0,3.55,10.01,56.56,Cash,8.5
2788,3073,67.0,0,5.54,14.57,87.11,Debit Card,13.0
2789,3074,72.0,0,5.95,13.62,91.57,Debit Card,15.0
2790,3075,55.0,10,3.72,7.65,56.37,Cash,11.0
2791,3076,22.0,0,1.82,5.31,29.13,Debit Card,4.0
