appointment_service_id,appointment_id,service_id,quantity,unit_price
2985,2348,6,1,55.0
2986,2349,1,1,28.0
2987,2350,1,1,28.0
2988,2350,9,1,15.0
2989,2351,4,1,48.0
2990,2351,10,1,12.0
2991,2352,2,1,45.0
2992,2353,6,1,55.0
2993,2353,10,1,12.0
2994,2354,11,1,22.0
2995,2355,6,1,55.0
2996,2356,2,1,45.0
2997,2357,4,1,48.0
2998,2358,6,1,55.0
2999,2358,12,1,10.0
3000,2359,5,1,38.0
3001,2359,12,1,10.0
3002,2360,5,1,38.0
3003,2361,6,1,55.0
3004,2361,10,1,12.0
3005,2362,1,1,28.0
3006,2363,6,1,55.0
3007,2364,2,1,45.0
3008,2364,10,1,12.0
3009,2365,5,1,38.0
3010,2365,12,1,10.0
3011,2366,3,1,65.0
3012,2368,6,1,55.0
3013,2369,11,1,22.0
3014,2369,12,1,10.0
3015,2370,1,1,28.0
3016,2370,9,1,15.0
3017,2371,1,1,28.0
3018,2371,12,1,10.0
3019,2372,2,1,45.0
3020,2373,5,1,38.0
3021,2374,4,1,48.0
3022,2374,12,1,10.0
3023,2375,8,1,58.0
3024,2375,9,1,15.0
3025,2376,3,1,65.0
3026,2377,2,1,45.0
3027,2377,10,1,12.0
3028,2378,5,1,38.0
3029,2378,9,1,15.0
3030,2379,6,1,55.0
3031,2380,2,1,45.0
3032,2381,2,1,45.0
3033,2382,4,1,48.0
3034,2382,9,1,15.0
3035,2383,2,1,45.0
3036,2384,3,1,65.0
3037,2385,1,1,28.0
3038,2386,1,1,28.0
3039,2387,2,1,45.0
3040,2388,1,1,28.0
3041,2389,7,1,72.0
3042,2389,1,1,28.0
3043,2391,5,1,38.0
3044,2391,12,1,10.0
3045,2393,4,1,48.0
3046,2394,4,1,48.0
3047,2394,9,1,15.0
3048,2395,8,1,58.0
3049,2395,12,1,10.0
3050,2396,5,1,38.0
3051,2398,5,1,38.0
3052,2398,10,1,12.0
3053,2398,2,1,45.0
3054,2399,2,1,45.0
3055,2399,10,1,12.0
3056,2400,5,1,38.0
3057,2401,8,1,58.0
3058,2401,1,1,28.0
3059,2402,7,1,72.0
3060,2403,4,1,48.0
3061,2403,10,1,12.0
3062,2404,3,1,65.0
3063,2405,3,1,65.0
3064,2405,9,1,15.0
3065,2406,2,1,45.0
3066,2407,6,1,55.0
3067,2408,2,1,45.0
3068,2410,4,1,48.0
3069,2412,6,1,55.0
3070,2413,1,1,28.0
3071,2413,10,1,12.0
3072,2413,5,1,38.0
3073,2414,8,1,58.0
3074,2415,2,1,45.0
3075,2416,6,1,55.0
3076,2417,5,1,38.0
3077,2417,10,1,12.0
3078,2418,5,1,38.0
3079,2419,3,1,65.0
3080,2420,5,1,38.0
3081,2422,5,1,38.0
3082,2423,2,1,45.0
3083,2423,9,1,15.0
3084,2423,5,1,38.0
3085,2424,2,1,45.0
3086,2424,5,1,38.0
3087,2425,4,1,48.0
3088,2426,7,1,72.0
3089,2428,3,1,65.0
3090,2428,9,1,15.0
3091,2429,5,1,38.0
3092,2430,1,1,28.0
3093,2430,12,1,10.0
3094,2431,7,1,72.0
3095,2431,2,1,45.0
3096,2432,3,1,65.0
3097,2433,4,1,48.0
3098,2434,5,1,38.0
3099,2435,2,1,45.0
3100,2435,12,1,10.0
3101,2436,5,1,38.0
3102,2436,9,1,15.0
3103,2437,4,1,48.0
3104,2437,10,1,12.0
3105,2438,6,1,55.0
3106,2438,12,1,10.0
3107,2439,5,1,38.0
3108,2440,3,1,65.0
3109,2440,1,1,28.0
3110,2441,2,1,45.0
3111,2442,11,1,22.0
3112,2443,7,1,72.0
3113,2444,5,1,38.0
3114,2445,2,1,45.0
3115,2447,3,1,65.0
3116,2447,9,1,15.0
3117,2448,3,1,65.0
3118,2448,12,1,10.0
3119,2449,8,1,58.0
3120,2450,2,1,45.0
3121,2451,3,1,65.0
3122,2451,10,1,12.0
3123,2452,4,1,48.0
3124,2453,2,1,45.0
3125,2453,10,1,12.0
3126,2455,2,1,45.0
3127,2457,6,1,55.0
3128,2458,5,1,38.0
3129,2459,2,1,45.0
3130,2460,5,1,38.0
3131,2460,6,1,55.0
3132,2461,5,1,38.0
3133,2462,5,1,38.0
3134,2463,6,1,55.0
3135,2463,12,1,10.0
3136,2464,3,1,65.0
3137,2465,11,1,22.0
3138,2465,10,1,12.0
3139,2467,8,1,58.0
3140,2467,6,1,55.0
3141,2468,5,1,38.0
3142,2468,10,1,12.0
3143,2469,5,1,38.0
3144,2469,2,1,45.0
3145,2470,6,1,55.0
3146,2471,4,1,48.0
3147,2471,9,1,15.0
3148,2472,8,1,58.0
3149,2472,12,1,10.0
3150,2473,2,1,45.0
3151,2473,5,1,38.0
3152,2474,3,1,65.0
3153,2474,12,1,10.0
3154,2475,5,1,38.0
3155,2477,2,1,45.0
3156,2479,2,1,45.0
3157,2480,1,1,28.0
3158,2481,11,1,22.0
3159,2483,3,1,65.0
3160,2484,5,1,38.0
3161,2485,5,1,38.0
3162,2486,2,1,45.0
3163,2486,10,1,12.0
3164,2487,6,1,55.0
3165,2487,1,1,28.0
3166,2488,3,1,65.0
3167,2489,2,1,45.0
3168,2490,5,1,38.0
3169,2491,7,1,72.0
3170,2491,10,1,12.0
3171,2492,6,1,55.0
3172,2492,12,1,10.0
3173,2493,7,1,72.0
3174,2494,5,1,38.0
3175,2494,1,1,28.0
3176,2495,6,1,55.0
3177,2495,9,1,15.0
3178,2496,4,1,48.0
3179,2497,1,1,28.0
3180,2497,10,1,12.0
3181,2498,4,1,48.0
3182,2499,4,1,48.0
3183,2499,10,1,12.0
3184,2500,6,1,55.0
3185,2501,3,1,65.0
3186,2501,9,1,15.0
3187,2502,4,1,48.0
3188,2502,10,1,12.0
3189,2502,6,1,55.0
3190,2503,4,1,48.0
3191,2504,7,1,72.0
3192,2505,3,1,65.0
3193,2506,11,1,22.0
3194,2507,6,1,55.0
3195,2508,5,1,38.0
3196,2509,2,1,45.0
3197,2510,7,1,72.0
3198,2510,9,1,15.0
3199,2511,7,1,72.0
3200,2511,1,1,28.0
3201,2512,2,1,45.0
3202,2513,6,1,55.0
3203,2514,2,1,45.0
3204,2515,2,1,45.0
3205,2516,1,1,28.0
3206,2517,5,1,38.0
3207,2518,2,1,45.0
3208,2518,1,1,28.0
3209,2519,11,1,22.0
3210,2520,3,1,65.0
3211,2521,6,1,55.0
3212,2521,10,1,12.0
3213,2522,7,1,72.0
3214,2522,10,1,12.0
3215,2523,7,1,72.0
3216,2524,7,1,72.0
3217,2525,5,1,38.0
3218,2526,4,1,48.0
3219,2526,10,1,12.0
3220,2527,2,1,45.0
3221,2527,9,1,15.0
3222,2528,7,1,72.0
3223,2529,2,1,45.0
3224,2530,2,1,45.0
3225,2530,10,1,12.0
3226,2531,2,1,45.0
3227,2532,2,1,45.0
3228,2534,2,1,45.0
3229,2535,4,1,48.0
3230,2537,3,1,65.0
3231,2537,2,1,45.0
3232,2538,5,1,38.0
3233,2539,2,1,45.0
3234,2540,4,1,48.0
3235,2540,12,1,10.0
3236,2541,2,1,45.0
3237,2541,10,1,12.0
3238,2542,6,1,55.0
3239,2543,4,1,48.0
3240,2543,12,1,10.0
3241,2544,6,1,55.0
3242,2544,12,1,10.0
3243,2545,6,1,55.0
3244,2546,8,1,58.0
3245,2547,4,1,48.0
3246,2548,5,1,38.0
3247,2549,2,1,45.0
3248,2549,10,1,12.0
3249,2550,1,1,28.0
3250,2552,2,1,45.0
3251,2553,2,1,45.0
3252,2553,12,1,10.0
3253,2554,1,1,28.0
3254,2555,11,1,22.0
3255,2555,12,1,10.0
3256,2556,6,1,55.0
3257,2556,12,1,10.0
3258,2557,4,1,48.0
3259,2560,2,1,45.0
3260,2560,12,1,10.0
3261,2562,6,1,55.0
3262,2563,6,1,55.0
3263,2563,10,1,12.0
3264,2564,5,1,38.0
3265,2564,12,1,10.0
3266,2567,7,1,72.0
3267,2567,12,1,10.0
3268,2567,2,1,45.0
3269,2568,2,1,45.0
3270,2569,3,1,65.0
3271,2570,5,1,38.0
3272,2570,9,1,15.0
3273,2571,11,1,22.0
3274,2572,3,1,65.0
3275,2573,2,1,45.0
3276,2573,6,1,55.0
3277,2574,3,1,65.0
3278,2575,2,1,45.0
3279,2576,2,1,45.0
3280,2577,2,1,45.0
3281,2577,9,1,15.0
3282,2578,5,1,38.0
3283,2578,10,1,12.0
3284,2578,1,1,28.0
3285,2579,5,1,38.0
3286,2580,4,1,48.0
3287,2581,11,1,22.0
3288,2581,9,1,15.0
3289,2582,6,1,55.0
3290,2583,6,1,55.0
3291,2584,2,1,45.0
3292,2585,4,1,48.0
3293,2586,7,1,72.0
3294,2586,9,1,15.0
3295,2587,4,1,48.0
3296,2588,5,1,38.0
3297,2589,6,1,55.0
3298,2589,2,1,45.0
3299,2590,2,1,45.0
3300,2590,12,1,10.0
3301,2591,11,1,22.0
3302,2592,5,1,38.0
3303,2593,2,1,45.0
3304,2595,8,1,58.0
3305,2596,3,1,65.0
3306,2598,6,1,55.0
3307,2599,6,1,55.0
3308,2600,4,1,48.0
3309,2601,8,1,58.0
3310,2602,4,1,48.0
3311,2602,10,1,12.0
3312,2603,8,1,58.0
3313,2604,2,1,45.0
3314,2604,5,1,38.0
3315,2605,7,1,72.0
3316,2606,3,1,65.0
3317,2607,4,1,48.0
3318,2608,5,1,38.0
3319,2610,4,1,48.0
3320,2611,5,1,38.0
3321,2612,5,1,38.0
3322,2613,6,1,55.0
3323,2614,6,1,55.0
3324,2615,2,1,45.0
3325,2615,12,1,10.0
3326,2616,2,1,45.0
3327,2617,6,1,55.0
3328,2618,4,1,48.0
3329,2619,3,1,65.0
3330,2620,2,1,45.0
3331,2621,8,1,58.0
3332,2622,11,1,22.0
3333,2623,6,1,55.0
3334,2624,6,1,55.0
3335,2625,3,1,65.0
3336,2626,5,1,38.0
3337,2626,6,1,55.0
3338,2627,3,1,65.0
3339,2628,2,1,45.0
3340,2629,6,1,55.0
3341,2629,9,1,15.0
3342,2631,2,1,45.0
3343,2631,12,1,10.0
3344,2632,2,1,45.0
3345,2632,12,1,10.0
3346,2633,8,1,58.0
3347,2633,12,1,10.0
3348,2634,7,1,72.0
3349,2634,12,1,10.0
3350,2635,5,1,38.0
3351,2635,12,1,10.0
3352,2636,4,1,48.0
3353,2638,6,1,55.0
3354,2639,11,1,22.0
3355,2639,10,1,12.0
3356,2639,2,1,45.0
3357,2640,2,1,45.0
3358,2641,2,1,45.0
3359,2642,7,1,72.0
3360,2643,1,1,28.0
3361,2644,6,1,55.0
3362,2645,5,1,38.0
3363,2646,6,1,55.0
3364,2647,2,1,45.0
3365,2648,1,1,28.0
3366,2649,5,1,38.0
3367,2650,4,1,48.0
3368,2653,7,1,72.0
3369,2653,12,1,10.0
3370,2654,2,1,45.0
3371,2654,6,1,55.0
3372,2655,11,1,22.0
3373,2656,4,1,48.0
3374,2657,1,1,28.0
3375,2658,4,1,48.0
3376,2658,9,1,15.0
3377,2659,4,1,48.0
3378,2659,10,1,12.0
3379,2660,3,1,65.0
3380,2660,12,1,10.0
3381,2661,6,1,55.0
3382,2662,6,1,55.0
3383,2662,9,1,15.0
3384,2663,7,1,72.0
3385,2663,12,1,10.0
3386,2665,4,1,48.0
3387,2665,9,1,15.0
3388,2666,8,1,58.0
3389,2667,3,1,65.0
3390,2668,3,1,65.0
3391,2668,9,1,15.0
3392,2669,3,1,65.0
3393,2669,10,1,12.0
3394,2670,6,1,55.0
3395,2670,9,1,15.0
3396,2671,4,1,48.0
3397,2672,1,1,28.0
3398,2672,10,1,12.0
3399,2674,7,1,72.0
3400,2675,7,1,72.0
3401,2675,10,1,12.0
3402,2676,2,1,45.0
3403,2677,2,1,45.0
3404,2677,12,1,10.0
3405,2678,2,1,45.0
3406,2678,12,1,10.0
3407,2679,5,1,38.0
3408,2680,2,1,45.0
3409,2680,9,1,15.0
3410,2681,3,1,65.0
3411,2683,5,1,38.0
3412,2684,4,1,48.0
3413,2685,2,1,45.0
3414,2685,10,1,12.0
3415,2686,7,1,72.0
3416,2687,5,1,38.0
3417,2688,6,1,55.0
3418,2688,12,1,10.0
3419,2689,2,1,45.0
3420,2689,10,1,12.0
3421,2691,11,1,22.0
3422,2692,7,1,72.0
3423,2693,6,1,55.0
3424,2693,10,1,12.0
3425,2694,5,1,38.0
3426,2695,2,1,45.0
3427,2696,6,1,55.0
3428,2697,2,1,45.0
3429,2697,9,1,15.0
3430,2697,1,1,28.0
3431,2699,7,1,72.0
3432,2699,9,1,15.0
3433,2700,2,1,45.0
3434,2701,2,1,45.0
3435,2702,2,1,45.0
3436,2703,2,1,45.0
3437,2704,2,1,45.0
3438,2704,10,1,12.0
3439,2704,5,1,38.0
3440,2705,5,1,38.0
3441,2705,12,1,10.0
3442,2706,3,1,65.0
3443,2707,4,1,48.0
3444,2708,4,1,48.0
3445,2709,2,1,45.0
3446,2709,10,1,12.0
3447,2710,5,1,38.0
3448,2711,4,1,48.0
3449,2712,4,1,48.0
3450,2713,5,1,38.0
3451,2714,2,1,45.0
3452,2715,2,1,45.0
3453,2715,9,1,15.0
3454,2716,8,1,58.0
3455,2716,9,1,15.0
3456,2717,2,1,45.0
3457,2717,9,1,15.0
3458,2718,3,1,65.0
3459,2719,6,1,55.0
3460,2720,2,1,45.0
3461,2720,9,1,15.0
3462,2721,6,1,55.0
3463,2721,10,1,12.0
3464,2722,2,1,45.0
3465,2722,9,1,15.0
3466,2723,3,1,65.0
3467,2724,7,1,72.0
3468,2724,9,1,15.0
3469,2726,4,1,48.0
3470,2727,4,1,48.0
3471,2728,1,1,28.0
3472,2728,12,1,10.0
3473,2729,2,1,45.0
3474,2729,12,1,10.0
3475,2730,3,1,65.0
3476,2730,10,1,12.0
3477,2732,3,1,65.0
3478,2733,1,1,28.0
3479,2734,8,1,58.0
3480,2735,7,1,72.0
3481,2737,1,1,28.0
3482,2738,2,1,45.0
3483,2739,2,1,45.0
3484,2739,12,1,10.0
3485,2740,7,1,72.0
3486,2741,6,1,55.0
3487,2742,3,1,65.0
3488,2743,8,1,58.0
3489,2744,6,1,55.0
3490,2745,6,1,55.0
3491,2746,7,1,72.0
3492,2746,9,1,15.0
3493,2747,6,1,55.0
3494,2748,5,1,38.0
3495,2748,10,1,12.0
3496,2749,4,1,48.0
3497,2749,10,1,12.0
3498,2751,3,1,65.0
3499,2752,2,1,45.0
3500,2753,2,1,45.0
3501,2754,8,1,58.0
3502,2755,8,1,58.0
3503,2756,2,1,45.0
3504,2757,2,1,45.0
3505,2758,1,1,28.0
3506,2759,5,1,38.0
3507,2760,3,1,65.0
3508,2761,5,1,38.0
3509,2761,9,1,15.0
3510,2762,6,1,55.0
3511,2764,6,1,55.0
3512,2765,11,1,22.0
3513,2766,2,1,45.0
3514,2767,1,1,28.0
3515,2767,12,1,10.0
3516,2768,7,1,72.0
3517,2769,3,1,65.0
3518,2769,12,1,10.0
3519,2770,11,1,22.0
3520,2771,1,1,28.0
3521,2772,8,1,58.0
3522,2773,5,1,38.0
3523,2774,1,1,28.0
3524,2775,1,1,28.0
3525,2777,2,1,45.0
3526,2778,1,1,28.0
3527,2779,5,1,38.0
3528,2779,1,1,28.0
3529,2780,3,1,65.0
3530,2780,9,1,15.0
3531,2781,4,1,48.0
3532,2782,7,1,72.0
3533,2783,2,1,45.0
3534,2784,1,1,28.0
3535,2784,9,1,15.0
3536,2787,5,1,38.0
3537,2788,4,1,48.0
3538,2789,5,1,38.0
3539,2790,5,1,38.0
3540,2791,2,1,45.0
3541,2791,10,1,12.0
3542,2792,5,1,38.0
3543,2793,7,1,72.0
3544,2794,4,1,48.0
3545,2795,2,1,45.0
3546,2795,12,1,10.0
3547,2796,2,1,45.0
3548,2797,6,1,55.0
3549,2797,5,1,38.0
3550,2798,6,1,55.0
3551,2798,10,1,12.0
3552,2799,4,1,48.0
3553,2800,2,1,45.0
3554,2800,12,1,10.0
3555,2801,7,1,72.0
3556,2802,8,1,58.0
3557,2803,1,1,28.0
3558,2804,7,1,72.0
3559,2805,1,1,28.0
3560,2806,8,1,58.0
3561,2806,9,1,15.0
3562,2807,2,1,45.0
3563,2809,2,1,45.0
3564,2810,5,1,38.0
3565,2810,12,1,10.0
3566,2812,4,1,48.0
3567,2813,7,1,72.0
3568,2814,2,1,45.0
3569,2815,8,1,58.0
3570,2816,7,1,72.0
3571,2817,2,1,45.0
3572,2818,1,1,28.0
3573,2818,10,1,12.0
3574,2819,11,1,22.0
3575,2820,1,1,28.0
3576,2821,2,1,45.0
3577,2821,5,1,38.0
3578,2823,3,1,65.0
3579,2823,12,1,10.0
3580,2824,2,1,45.0
3581,2825,6,1,55.0
3582,2826,4,1,48.0
3583,2827,1,1,28.0
3584,2827,9,1,15.0
3585,2828,3,1,65.0
3586,2828,9,1,15.0
3587,2829,1,1,28.0
3588,2829,10,1,12.0
3589,2830,7,1,72.0
3590,2830,9,1,15.0
3591,2831,4,1,48.0
3592,2832,4,1,48.0
3593,2833,8,1,58.0
3594,2834,4,1,48.0
3595,2835,1,1,28.0
3596,2835,6,1,55.0
3597,2836,2,1,45.0
3598,2837,2,1,45.0
3599,2838,8,1,58.0
3600,2839,5,1,38.0
3601,2840,11,1,22.0
3602,2841,6,1,55.0
3603,2842,2,1,45.0
3604,2842,10,1,12.0
3605,2843,4,1,48.0
3606,2844,11,1,22.0
3607,2845,11,1,22.0
3608,2847,5,1,38.0
3609,2849,1,1,28.0
3610,2850,2,1,45.0
3611,2851,1,1,28.0
3612,2852,1,1,28.0
3613,2853,3,1,65.0
3614,2854,11,1,22.0
3615,2855,6,1,55.0
3616,2855,5,1,38.0
3617,2856,6,1,55.0
3618,2857,5,1,38.0
3619,2858,5,1,38.0
3620,2859,4,1,48.0
3621,2859,1,1,28.0
3622,2860,3,1,65.0
3623,2860,2,1,45.0
3624,2861,6,1,55.0
3625,2861,12,1,10.0
3626,2863,2,1,45.0
3627,2864,1,1,28.0
3628,2864,9,1,15.0
3629,2866,4,1,48.0
3630,2867,5,1,38.0
3631,2868,5,1,38.0
3632,2869,5,1,38.0
3633,2870,8,1,58.0
3634,2870,9,1,15.0
3635,2871,1,1,28.0
3636,2871,6,1,55.0
3637,2872,5,1,38.0
3638,2873,4,1,48.0
3639,2875,6,1,55.0
3640,2875,10,1,12.0
3641,2876,1,1,28.0
3642,2877,5,1,38.0
3643,2878,6,1,55.0
3644,2880,1,1,28.0
3645,2881,7,1,72.0
3646,2882,4,1,48.0
3647,2883,4,1,48.0
3648,2883,12,1,10.0
3649,2884,4,1,48.0
3650,2885,7,1,72.0
3651,2886,2,1,45.0
3652,2887,1,1,28.0
3653,2888,2,1,45.0
3654,2889,6,1,55.0
3655,2889,9,1,15.0
3656,2890,5,1,38.0
3657,2890,12,1,10.0
3658,2891,2,1,45.0
3659,2891,10,1,12.0
3660,2892,2,1,45.0
3661,2894,2,1,45.0
3662,2895,2,1,45.0
3663,2896,8,1,58.0
3664,2897,7,1,72.0
3665,2898,6,1,55.0
3666,2898,10,1,12.0
3667,2899,7,1,72.0
3668,2899,10,1,12.0
3669,2900,6,1,55.0
3670,2901,5,1,38.0
3671,2901,9,1,15.0
3672,2902,5,1,38.0
3673,2902,2,1,45.0
3674,2903,5,1,38.0
3675,2903,10,1,12.0
3676,2904,4,1,48.0
3677,2904,9,1,15.0
3678,2905,5,1,38.0
3679,2906,2,1,45.0
3680,2906,10,1,12.0
3681,2908,1,1,28.0
3682,2908,10,1,12.0
3683,2910,8,1,58.0
3684,2911,4,1,48.0
3685,2912,7,1,72.0
3686,2913,1,1,28.0
3687,2914,7,1,72.0
3688,2915,5,1,38.0
3689,2916,2,1,45.0
3690,2917,2,1,45.0
3691,2917,10,1,12.0
3692,2918,4,1,48.0
3693,2919,3,1,65.0
3694,2919,10,1,12.0
3695,2920,6,1,55.0
3696,2921,6,1,55.0
3697,2921,12,1,10.0
3698,2922,2,1,45.0
3699,2922,12,1,10.0
3700,2923,3,1,65.0
3701,2923,1,1,28.0
3702,2924,4,1,48.0
3703,2925,6,1,55.0
3704,2926,4,1,48.0
3705,2927,5,1,38.0
3706,2928,6,1,55.0
3707,2929,8,1,58.0
3708,2929,10,1,12.0
3709,2930,2,1,45.0
3710,2930,12,1,10.0
3711,2931,5,1,38.0
3712,2931,10,1,12.0
3713,2931,1,1,28.0
3714,2932,5,1,38.0
3715,2932,10,1,12.0
3716,2932,6,1,55.0
3717,2933,4,1,48.0
3718,2933,12,1,10.0
3719,2934,5,1,38.0
3720,2936,4,1,48.0
3721,2936,10,1,12.0
3722,2936,2,1,45.0
3723,2937,8,1,58.0
3724,2937,10,1,12.0
3725,2938,4,1,48.0
3726,2938,12,1,10.0
3727,2939,6,1,55.0
3728,2939,12,1,10.0
3729,2940,1,1,28.0
3730,2941,2,1,45.0
3731,2941,9,1,15.0
3732,2942,1,1,28.0
3733,2943,3,1,65.0
3734,2943,12,1,10.0
3735,2944,1,1,28.0
3736,2945,4,1,48.0
3737,2946,4,1,48.0
3738,2947,2,1,45.0
3739,2947,10,1,12.0
3740,2948,5,1,38.0
3741,2948,9,1,15.0
3742,2949,5,1,38.0
3743,2950,7,1,72.0
3744,2952,5,1,38.0
3745,2952,10,1,12.0
3746,2953,3,1,65.0
3747,2954,6,1,55.0
3748,2955,2,1,45.0
3749,2956,6,1,55.0
3750,2957,8,1,58.0
3751,2960,2,1,45.0
3752,2961,8,1,58.0
3753,2962,7,1,72.0
3754,2963,1,1,28.0
3755,2964,4,1,48.0
3756,2965,5,1,38.0
3757,2966,4,1,48.0
3758,2968,5,1,38.0
3759,2969,2,1,45.0
3760,2970,3,1,65.0
3761,2971,6,1,55.0
3762,2972,6,1,55.0
3763,2972,10,1,12.0
3764,2973,5,1,38.0
3765,2973,6,1,55.0
3766,2974,3,1,65.0
3767,2975,2,1,45.0
3768,2975,9,1,15.0
3769,2976,7,1,72.0
3770,2976,10,1,12.0
3771,2978,3,1,65.0
3772,2979,7,1,72.0
3773,2980,4,1,48.0
3774,2980,10,1,12.0
3775,2981,3,1,65.0
3776,2981,9,1,15.0
3777,2982,5,1,38.0
3778,2983,5,1,38.0
3779,2983,2,1,45.0
3780,2984,4,1,48.0
3781,2984,12,1,10.0
3782,2984,6,1,55.0
3783,2985,1,1,28.0
3784,2986,2,1,45.0
3785,2986,1,1,28.0
3786,2987,5,1,38.0
3787,2987,12,1,10.0
3788,2989,4,1,48.0
3789,2990,2,1,45.0
3790,2991,6,1,55.0
3791,2992,11,1,22.0
3792,2992,9,1,15.0
3793,2993,6,1,55.0
3794,2994,1,1,28.0
3795,2994,2,1,45.0
3796,2995,2,1,45.0
3797,2996,2,1,45.0
3798,2996,12,1,10.0
3799,2997,1,1,28.0
3800,2997,9,1,15.0
3801,2998,1,1,28.0
3802,2999,5,1,38.0
3803,3000,6,1,55.0
3804,3001,4,1,48.0
3805,3002,1,1,28.0
3806,3003,7,1,72.0
3807,3004,7,1,72.0
3808,3004,10,1,12.0
3809,3005,7,1,72.0
3810,3006,1,1,28.0
3811,3007,4,1,48.0
3812,3008,1,1,28.0
3813,3009,11,1,22.0
3814,3009,10,1,12.0
3815,3010,4,1,48.0
3816,3011,11,1,22.0
3817,3012,6,1,55.0
3818,3012,10,1,12.0
3819,3012,2,1,45.0
3820,3013,4,1,48.0
3821,3014,6,1,55.0
3822,3014,9,1,15.0
3823,3015,5,1,38.0
3824,3015,10,1,12.0
3825,3016,2,1,45.0
3826,3017,8,1,58.0
3827,3018,2,1,45.0
3828,3018,5,1,38.0
3829,3019,2,1,45.0
3830,3020,2,1,45.0
3831,3021,8,1,58.0
3832,3022,2,1,45.0
3833,3022,5,1,38.0
3834,3023,2,1,45.0
3835,3023,10,1,12.0
3836,3025,7,1,72.0
3837,3026,5,1,38.0
3838,3026,10,1,12.0
3839,3026,6,1,55.0
3840,3028,4,1,48.0
3841,3028,12,1,10.0
3842,3029,11,1,22.0
3843,3030,6,1,55.0
3844,3031,4,1,48.0
3845,3032,3,1,65.0
3846,3032,9,1,15.0
3847,3033,6,1,55.0
3848,3033,12,1,10.0
3849,3034,2,1,45.0
3850,3035,4,1,48.0
3851,3036,5,1,38.0
3852,3037,4,1,48.0
3853,3038,7,1,72.0
3854,3039,7,1,72.0
3855,3039,1,1,28.0
3856,3040,11,1,22.0
3857,3041,2,1,45.0
3858,3041,12,1,10.0
3859,3042,8,1,58.0
3860,3042,10,1,12.0
3861,3043,5,1,38.0
3862,3044,2,1,45.0
3863,3044,9,1,15.0
3864,3046,1,1,28.0
3865,3046,10,1,12.0
3866,3047,1,1,28.0
3867,3047,2,1,45.0
3868,3048,7,1,72.0
3869,3049,6,1,55.0
3870,3049,9,1,15.0
3871,3050,6,1,55.0
3872,3051,2,1,45.0
3873,3052,7,1,72.0
3874,3052,12,1,10.0
3875,3053,11,1,22.0
3876,3054,7,1,72.0
3877,3055,3,1,65.0
3878,3055,1,1,28.0
3879,3056,5,1,38.0
3880,3057,11,1,22.0
3881,3057,5,1,38.0
3882,3058,8,1,58.0
3883,3059,5,1,38.0
3884,3059,6,1,55.0
3885,3060,5,1,38.0
3886,3061,2,1,45.0
3887,3062,1,1,28.0
3888,3062,9,1,15.0
3889,3063,8,1,58.0
3890,3064,5,1,38.0
3891,3065,11,1,22.0
3892,3066,4,1,48.0
3893,3067,2,1,45.0
3894,3068,5,1,38.0
3895,3070,5,1,38.0
3896,3071,7,1,72.0
3897,3072,1,1,28.0
3898,3072,9,1,15.0
3899,3073,6,1,55.0
3900,3073,10,1,12.0
3901,3074,7,1,72.0
3902,3075,6,1,55.0
3903,3076,11,1,22.0
3904,3077,3,1,65.0
3905,3077,1,1,28.0
3906,3078,5,1,38.0
3907,3079,11,1,22.0
3908,3079,12,1,10.0
3909,3080,4,1,48.0
3910,3080,2,1,45.0
3911,3081,1,1,28.0
3912,3082,8,1,58.0
3913,3083,6,1,55.0
3914,3084,5,1,38.0
3915,3084,9,1,15.0
3916,3085,8,1,58.0
3917,3086,2,1,45.0
3918,3086,12,1,10.0
3919,3087,6,1,55.0
3920,3088,5,1,38.0
3921,3089,5,1,38.0
3922,3089,12,1,10.0
3923,3090,7,1,72.0
3924,3091,6,1,55.0
3925,3093,1,1,28.0
3926,3094,1,1,28.0
3927,3095,5,1,38.0
3928,3095,10,1,12.0
3929,3096,6,1,55.0
3930,3096,9,1,15.0
3931,3097,5,1,38.0
3932,3098,3,1,65.0
3933,3099,6,1,55.0
3934,3099,12,1,10.0
3935,3100,2,1,45.0
3936,3101,7,1,72.0
3937,3101,10,1,12.0
3938,3102,5,1,38.0
3939,3102,1,1,28.0
3940,3103,4,1,48.0
3941,3104,5,1,38.0
3942,3105,11,1,22.0
3943,3105,2,1,45.0
3944,3106,1,1,28.0
3945,3106,10,1,12.0
3946,3107,2,1,45.0
3947,3108,2,1,45.0
3948,3109,6,1,55.0
3949,3109,10,1,12.0
3950,3110,6,1,55.0
3951,3111,7,1,72.0
3952,3112,11,1,22.0
3953,3113,4,1,48.0
3954,3113,10,1,12.0
3955,3114,2,1,45.0
3956,3115,5,1,38.0
3957,3116,11,1,22.0
3958,3117,5,1,38.0
3959,3118,3,1,65.0
3960,3119,2,1,45.0
3961,3120,6,1,55.0
3962,3120,12,1,10.0
3963,3121,5,1,38.0
3964,3121,9,1,15.0
3965,3122,11,1,22.0
3966,3122,10,1,12.0
3967,3123,6,1,55.0
3968,3123,12,1,10.0
3969,3124,5,1,38.0
3970,3125,8,1,58.0
3971,3125,9,1,15.0
3972,3127,4,1,48.0
3973,3128,4,1,48.0
3974,3128,12,1,10.0
3975,3129,6,1,55.0
3976,3130,2,1,45.0
3977,3132,2,1,45.0
3978,3133,5,1,38.0
3979,3135,4,1,48.0
3980,3135,10,1,12.0
3981,3136,4,1,48.0
3982,3136,12,1,10.0
